,Unnamed: 0,id,observed_on,description,latitude,longitude,map_scale,timeframe,species_guess,user_id,taxon_id,created_at,updated_at,place_guess,id_please,observed_on_string,iconic_taxon_id,num_identification_agreements,num_identification_disagreements,time_observed_at,time_zone,location_is_exact,delta,positional_accuracy,private_latitude,private_longitude,geoprivacy,quality_grade,positioning_method,positioning_device,out_of_range,license,uri,observation_photos_count,comments_count,zic_time_zone,oauth_application_id,observation_sounds_count,identifications_count,captive,community_taxon_id,site_id,old_uuid,public_positional_accuracy,mappable,cached_votes_total,last_indexed_at,private_place_guess,uuid,taxon_geoprivacy,short_description,user_login,iconic_taxon_name,tag_list,faves_count,created_at_utc,updated_at_utc,time_observed_at_utc,owners_identification_from_vision,user,taxon_name,rank,ancestry,common_name,common_name_id,common_name_name,is_valid,lexicon,rank_level,medium_photo_url,coordinates_obscured,tree_health
361,361,69602618,2021-02-14,blank,49.4026185271,-123.46910452610001,,,western redcedar,569104,48252,2021-02-15T04:34:27.346Z,2021-02-20T22:31:47.791Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:42:38 GMT-0800 (PST),47126,1,0,2021-02-14T23:42:38.000Z,Pacific Time (US & Canada),False,False,28.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602618,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,28.0,True,0,2021-02-20T22:31:48.302Z,,96278301-94f9-4ad3-b5d4-f13db5160758,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:34:27.346Z,2021-02-20T22:31:47.791Z,2021-02-14T23:42:38.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112971152/medium.jpg?1613363672,,healthy
362,362,69602589,2021-02-14,blank,49.401756791000004,-123.4673546313,,,western redcedar,569104,48252,2021-02-15T04:33:22.267Z,2021-02-20T22:31:48.425Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:41:07 GMT-0800 (PST),47126,1,0,2021-02-14T23:41:07.000Z,Pacific Time (US & Canada),False,False,97.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602589,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,97.0,True,0,2021-02-20T22:31:49.000Z,,fc420504-59fb-4430-b33c-64dce5d896ee,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:33:22.267Z,2021-02-20T22:31:48.425Z,2021-02-14T23:41:07.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112971087/medium.jpg?1613363607,,dead
363,363,69602572,2021-02-14,blank,49.4022439318,-123.46833480040002,,,western redcedar,569104,48252,2021-02-15T04:33:09.414Z,2021-02-20T22:31:47.214Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:40:19 GMT-0800 (PST),47126,1,0,2021-02-14T23:40:19.000Z,Pacific Time (US & Canada),False,False,121.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602572,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,121.0,True,0,2021-02-20T22:31:47.729Z,,7cc87b0a-f093-466c-9372-1854fab841b2,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:33:09.414Z,2021-02-20T22:31:47.214Z,2021-02-14T23:40:19.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112971079/medium.jpg?1613363596,,healthy
364,364,69602527,2021-02-14,blank,49.4017810602,-123.46777063959999,,,western redcedar,569104,48252,2021-02-15T04:32:05.766Z,2021-02-20T22:31:47.169Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:36:40 GMT-0800 (PST),47126,1,0,2021-02-14T23:36:40.000Z,Pacific Time (US & Canada),False,False,14.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602527,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,14.0,True,0,2021-02-20T22:31:47.651Z,,e0976441-fa94-4b6e-a736-6934216d9a6b,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:32:05.766Z,2021-02-20T22:31:47.169Z,2021-02-14T23:36:40.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970998/medium.jpg?1613363530,,healthy
365,365,69602516,2021-02-14,blank,49.401661225699996,-123.467777086,,,western redcedar,569104,48252,2021-02-15T04:31:44.648Z,2021-02-20T22:31:51.345Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:36:10 GMT-0800 (PST),47126,1,0,2021-02-14T23:36:10.000Z,Pacific Time (US & Canada),False,False,30.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602516,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,30.0,True,0,2021-02-21T00:48:20.050Z,,5ef54f0e-afb8-4c25-a380-0cd647d29ae2,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:31:44.648Z,2021-02-20T22:31:51.345Z,2021-02-14T23:36:10.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970972/medium.jpg?1613363510,,dead
366,366,69602497,2021-02-14,blank,49.4013643477,-123.4665099102,,,western redcedar,569104,48252,2021-02-15T04:30:57.107Z,2021-02-21T00:48:13.771Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:33:08 GMT-0800 (PST),47126,1,0,2021-02-14T23:33:08.000Z,Pacific Time (US & Canada),False,False,65.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602497,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,65.0,True,0,2021-02-21T00:48:20.050Z,,9dec4730-9304-4c66-a578-809a10bd6f4a,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:30:57.107Z,2021-02-21T00:48:13.771Z,2021-02-14T23:33:08.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970922/medium.jpg?1613363464,,dead
367,367,69602301,2021-02-14,blank,49.4020352561,-123.4642044347,,,western redcedar,569104,48252,2021-02-15T04:27:21.430Z,2021-02-21T00:48:08.956Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:24:28 GMT-0800 (PST),47126,1,0,2021-02-14T23:24:28.000Z,Pacific Time (US & Canada),False,False,82.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602301,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,82.0,True,0,2021-02-21T00:48:11.263Z,,044ed506-01f6-4ef0-812a-047fe46afdbe,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:27:21.430Z,2021-02-21T00:48:08.956Z,2021-02-14T23:24:28.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970701/medium.jpg?1613363247,,dead
368,368,69602297,2021-02-14,blank,49.4023445029,-123.4641696467,,,western redcedar,569104,48252,2021-02-15T04:27:10.874Z,2021-02-21T00:48:12.136Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:24:07 GMT-0800 (PST),47126,1,0,2021-02-14T23:24:07.000Z,Pacific Time (US & Canada),False,False,98.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602297,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,98.0,True,0,2021-02-21T00:48:20.050Z,,ecdea5df-569a-46ce-a02c-86de5faffcb2,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:27:10.874Z,2021-02-21T00:48:12.136Z,2021-02-14T23:24:07.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970688/medium.jpg?1613363236,,dead
369,369,69602270,2021-02-14,blank,49.4027048424,-123.46397405559999,,,western redcedar,569104,48252,2021-02-15T04:26:05.373Z,2021-02-21T00:48:11.656Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:21:48 GMT-0800 (PST),47126,1,0,2021-02-14T23:21:48.000Z,Pacific Time (US & Canada),False,False,133.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602270,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,133.0,True,0,2021-02-21T00:48:12.237Z,,f29c2856-887e-44a8-946d-c95733acf8b7,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:26:05.373Z,2021-02-21T00:48:11.656Z,2021-02-14T23:21:48.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970604/medium.jpg?1613363170,,healthy
370,370,69602258,2021-02-14,blank,49.4030975913,-123.4638246904,,,western redcedar,569104,48252,2021-02-15T04:25:53.663Z,2021-02-21T00:48:09.871Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:21:24 GMT-0800 (PST),47126,1,0,2021-02-14T23:21:24.000Z,Pacific Time (US & Canada),False,False,92.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602258,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,92.0,True,0,2021-02-21T00:48:11.263Z,,32d9e4b8-dfcd-40d5-b888-90996e75409c,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:25:53.663Z,2021-02-21T00:48:09.871Z,2021-02-14T23:21:24.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970589/medium.jpg?1613363159,,healthy
371,371,69602253,2021-02-14,blank,49.4033419613,-123.4640821353,,,western redcedar,569104,48252,2021-02-15T04:25:43.176Z,2021-02-21T00:48:11.999Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:20:52 GMT-0800 (PST),47126,1,0,2021-02-14T23:20:52.000Z,Pacific Time (US & Canada),False,False,23.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602253,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,23.0,True,0,2021-02-21T00:48:14.393Z,,9c724bc8-8985-4216-825e-f9a2792a397f,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:25:43.176Z,2021-02-21T00:48:11.999Z,2021-02-14T23:20:52.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970577/medium.jpg?1613363148,,dead
372,372,69602187,2021-02-14,blank,49.4039287369,-123.46423449299999,,,western redcedar,569104,48252,2021-02-15T04:24:27.677Z,2021-02-21T00:48:11.784Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:18:06 GMT-0800 (PST),47126,1,0,2021-02-14T23:18:06.000Z,Pacific Time (US & Canada),False,False,71.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602187,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,71.0,True,0,2021-02-21T00:48:20.050Z,,838eef65-860a-4f96-85d8-1ce60061e93d,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:24:27.677Z,2021-02-21T00:48:11.784Z,2021-02-14T23:18:06.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970506/medium.jpg?1613363073,,healthy
373,373,69602171,2021-02-14,blank,49.4040256288,-123.4636297951,,,western redcedar,569104,48252,2021-02-15T04:23:54.940Z,2021-02-21T00:48:09.790Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:17:01 GMT-0800 (PST),47126,1,0,2021-02-14T23:17:01.000Z,Pacific Time (US & Canada),False,False,135.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602171,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,135.0,True,0,2021-02-21T00:48:11.263Z,,4963af1a-c20e-45de-a7b9-5ab994a93234,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:23:54.940Z,2021-02-21T00:48:09.790Z,2021-02-14T23:17:01.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970462/medium.jpg?1613363040,,healthy
374,374,69602163,2021-02-14,blank,49.404181784399995,-123.4638271808,,,western redcedar,569104,48252,2021-02-15T04:23:44.317Z,2021-02-21T00:48:11.063Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:16:40 GMT-0800 (PST),47126,1,0,2021-02-14T23:16:40.000Z,Pacific Time (US & Canada),False,False,49.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602163,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,49.0,True,0,2021-02-21T00:48:11.774Z,,0f43b2dd-7050-4804-8f0e-d67de22400e4,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:23:44.317Z,2021-02-21T00:48:11.063Z,2021-02-14T23:16:40.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970444/medium.jpg?1613363029,,healthy
375,375,69602159,2021-02-14,blank,49.4042379399,-123.4634427023,,,western redcedar,569104,48252,2021-02-15T04:23:33.990Z,2021-02-21T00:48:10.821Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:16:23 GMT-0800 (PST),47126,1,0,2021-02-14T23:16:23.000Z,Pacific Time (US & Canada),False,False,94.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69602159,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,94.0,True,0,2021-02-21T00:48:11.352Z,,44919a7a-4b2e-45e4-8c26-45daed0b84da,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:23:33.990Z,2021-02-21T00:48:10.821Z,2021-02-14T23:16:23.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970429/medium.jpg?1613363019,,healthy
376,376,69601977,2021-02-14,blank,49.4048362854,-123.46238590950001,,,western redcedar,569104,48252,2021-02-15T04:21:33.762Z,2021-02-21T00:48:09.721Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:09:36 GMT-0800 (PST),47126,1,0,2021-02-14T23:09:36.000Z,Pacific Time (US & Canada),False,False,94.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601977,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,94.0,True,0,2021-02-21T00:48:11.263Z,,5796ba89-f065-482a-a464-068d2d61f75e,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:21:33.762Z,2021-02-21T00:48:09.721Z,2021-02-14T23:09:36.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970277/medium.jpg?1613362899,,healthy
377,377,69601914,2021-02-14,blank,49.405135486499994,-123.4613487142,,,western redcedar,569104,48252,2021-02-15T04:20:30.887Z,2021-02-16T00:10:51.281Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:06:59 GMT-0800 (PST),47126,1,0,2021-02-14T23:06:59.000Z,Pacific Time (US & Canada),False,False,3634.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601914,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,3634.0,True,0,2021-02-16T00:10:53.927Z,,cdc13002-847e-4bf4-960c-2279ea2a390e,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:20:30.887Z,2021-02-16T00:10:51.281Z,2021-02-14T23:06:59.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970201/medium.jpg?1613362837,,healthy
378,378,69601889,2021-02-14,blank,49.4051003439,-123.461163445,,,western redcedar,569104,48252,2021-02-15T04:19:46.767Z,2021-02-23T00:24:06.879Z,"Plumper Cove Marine Provincial Park, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:03:49 GMT-0800 (PST),47126,1,0,2021-02-14T23:03:49.000Z,Pacific Time (US & Canada),False,False,79.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601889,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,79.0,True,0,2021-02-23T00:24:07.377Z,,de24791a-d163-4e15-b014-61711eee91ff,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:19:46.767Z,2021-02-23T00:24:06.879Z,2021-02-14T23:03:49.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970138/medium.jpg?1613362793,,healthy
379,379,69601833,2021-02-14,blank,49.405894124700005,-123.4605274126,,,western redcedar,569104,48252,2021-02-15T04:17:45.033Z,2021-02-23T00:24:06.006Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 15:01:10 GMT-0800 (PST),47126,1,0,2021-02-14T23:01:10.000Z,Pacific Time (US & Canada),False,False,82.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601833,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,82.0,True,0,2021-02-23T00:24:06.499Z,,1d2dbf42-fa8a-449d-913d-0303f0e3542b,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:17:45.033Z,2021-02-23T00:24:06.006Z,2021-02-14T23:01:10.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112970022/medium.jpg?1613362679,,healthy
380,380,69601788,2021-02-14,blank,49.4288068285,-123.50118417430001,,,,569104,48252,2021-02-15T04:16:11.707Z,2021-02-23T00:24:06.063Z,"Parker Rd, Gibsons, BC, CA",False,Sun Feb 14 2021 14:58:57 GMT-0800 (PST),47126,0,0,2021-02-14T22:58:57.000Z,Pacific Time (US & Canada),False,False,6728.0,,,,needs_id,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601788,1,0,America/Los_Angeles,3.0,0,1,False,,5.0,,6728.0,True,0,2021-02-23T00:24:06.661Z,,e0715b93-7828-4299-86ec-36e825cfecd9,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:16:11.707Z,2021-02-23T00:24:06.063Z,2021-02-14T22:58:57.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112969914/medium.jpg?1613362589,,brown
381,381,69601618,2021-02-14,blank,49.4100144705,-123.45906562379999,,,western redcedar,569104,48252,2021-02-15T04:11:23.747Z,2021-02-23T00:24:05.513Z,"Keats Island, Gambier Island, BC, CA",False,Sun Feb 14 2021 14:20:59 GMT-0800 (PST),47126,1,0,2021-02-14T22:20:59.000Z,Pacific Time (US & Canada),False,False,154.0,,,,research,,,,CC-BY-NC,https://www.inaturalist.org/observations/69601618,1,0,America/Los_Angeles,3.0,0,2,False,48252.0,5.0,,154.0,True,0,2021-02-23T00:24:06.011Z,,87b19cf2-938c-48ca-91ba-21f90c962f3c,open,,elsemikkelsen,Plantae,[],0,2021-02-15T04:11:23.747Z,2021-02-23T00:24:05.513Z,2021-02-14T22:20:59.000Z,False,"{'login': 'elsemikkelsen', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/569104/thumb.jpg?1502377902'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://inaturalist-open-data.s3.amazonaws.com/photos/112969580/medium.jpg?1613362300,,healthy
382,382,69595515,2021-02-14,blank,49.3274345397,-123.0735549925,,,western redcedar,2823934,48252,2021-02-15T01:48:15.220Z,2021-02-15T01:50:24.690Z,"North Vancouver, BC V7M 1Y4, Canada",False,2021-02-14 4:55:04 PM PST,47126,0,0,2021-02-14T16:55:04.000Z,UTC,False,False,,,,,needs_id,gps,gps,,,https://www.inaturalist.org/observations/69595515,5,0,Etc/UTC,2.0,0,1,False,,1.0,,,True,0,2021-03-02T19:06:00.624Z,,dd7a5c57-3516-4362-8f67-0231c778594e,open,,raduscurtescu,Plantae,[],0,2021-02-15T01:48:15.220Z,2021-02-15T01:50:24.690Z,2021-02-14T16:55:04.000Z,True,"{'login': 'raduscurtescu', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2823934/thumb.jpeg?1587698381'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/112958259/medium.jpeg?1613353699,,brown
383,383,69595290,2021-02-14,blank,49.3275947569,-123.08631896969999,,,western redcedar,2823934,48252,2021-02-15T01:43:37.499Z,2021-02-15T01:45:21.305Z,"North Vancouver, BC V7M 3A1, Canada",False,2021-02-14 4:33:49 PM PST,47126,0,0,2021-02-14T16:33:49.000Z,UTC,False,False,,,,,needs_id,gps,gps,,,https://www.inaturalist.org/observations/69595290,4,0,Etc/UTC,2.0,0,1,False,,1.0,,,True,0,2021-03-02T18:58:13.570Z,,2b87fbc2-ec3b-4a3a-b0d0-38132ec1c914,open,,raduscurtescu,Plantae,[],0,2021-02-15T01:43:37.499Z,2021-02-15T01:45:21.305Z,2021-02-14T16:33:49.000Z,True,"{'login': 'raduscurtescu', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2823934/thumb.jpeg?1587698381'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/112957928/medium.jpeg?1613353423,,healthy
384,384,69595055,2021-02-14,blank,49.3157424925,-123.1018371581,,,western redcedar,2823934,48252,2021-02-15T01:39:06.671Z,2021-02-15T01:41:01.090Z,"North Vancouver, BC, Canada",False,2021-02-14 3:37:10 PM PST,47126,0,0,2021-02-14T15:37:10.000Z,UTC,False,False,,,,,needs_id,gps,gps,,,https://www.inaturalist.org/observations/69595055,4,0,Etc/UTC,2.0,0,1,False,,1.0,,,True,0,2021-03-02T19:02:33.514Z,,2e4d492c-2342-48b8-b462-4768ff07a81e,open,,raduscurtescu,Plantae,[],0,2021-02-15T01:39:06.671Z,2021-02-15T01:41:01.090Z,2021-02-14T15:37:10.000Z,False,"{'login': 'raduscurtescu', 'user_icon_url': 'https://static.inaturalist.org/attachments/users/icons/2823934/thumb.jpeg?1587698381'}",Thuja plicata,species,48460/47126/211194/136329/47375/47374/1150915/48253,western redcedar,77887.0,western redcedar,True,English,70.0,https://static.inaturalist.org/photos/112957490/medium.jpeg?1613353152,,brown
